Tipo Contenedor;Distrito;Tipo Vía;Nombre;Número;LONGITUD;LATITUD;DIRECCION
PAPEL-CARTON;CARABANCHEL;CALLE;de Antonia Rodríguez Sacristán;;-3,7464649;40,3728581;Calle  de Antonia Rodríguez Sacristán,
PAPEL-CARTON;USERA;CALLE;de San Mario;;-3,693411;40,375131;Calle  de San Mario,
PAPEL-CARTON;USERA;CALLE;de Antonio López;;-3,696106;40,384894;Calle  de Antonio López,
PAPEL-CARTON;CARABANCHEL;CALLE;de Antonia Rodríguez Sacristán;;-3,74615;40,37284;Calle  de Antonia Rodríguez Sacristán,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Luzmela;;-3,645033;40,390884;Calle  de Luzmela,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Tineo;;-3,631466;40,3745591;Calle  de Tineo,
PAPEL-CARTON;VILLAVERDE;CALLE;de Turba;;-3,6852709;40,348996;Calle  de Turba,
PAPEL-CARTON;VILLAVERDE;CALLE;de Turba;;-3,686119;40,348613;Calle  de Turba,
PAPEL-CARTON;ARGANZUELA;CALLE;de Arganda;;-3,705094;40,398799;Calle  de Arganda,
PAPEL-CARTON;CARABANCHEL;CALLE;de Azcoitia;;-3,753381;40,3739111;Calle  de Azcoitia,
PAPEL-CARTON;CARABANCHEL;CALLE;de Baleares;;-3,7131681;40,3928641;Calle  de Baleares,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Benalmádena;;-3,638763;40,3854761;Calle  de Benalmádena,
PAPEL-CARTON;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,637561;40,386078;Avenida de lAlbufera,
PAPEL-CARTON;VILLAVERDE;CALLE;de Burjasot;;-3,690097;40,344871;Calle  de Burjasot,
PAPEL-CARTON;VILLAVERDE;CALLE;de Benimamet;;-3,6852261;40,3435591;Calle  de Benimamet,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,6092519;40,375132;Calle  de Villamayor de Santiago,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,608403;40,3746921;Calle  de Villamayor de Santiago,
PAPEL-CARTON;USERA;CALLE;de Campotejar;;-3,703996;40,3671461;Calle  de Campotejar,
PAPEL-CARTON;USERA;CALLE;de Campotejar;;-3,703309;40,370047;Calle  de Campotejar,
PAPEL-CARTON;ARGANZUELA;CALLE;de Canarias;;-3,694059;40,401923;Calle  de Canarias,
PAPEL-CARTON;ARGANZUELA;CALLE;de Canarias;;-3,687927;40,4016061;Calle  de Canarias,
PAPEL-CARTON;USERA;CALLE;de Carabelos;;-3,69227;40,374755;Calle  de Carabelos,
PAPEL-CARTON;PUENTE DE VALLECAS;AVENIDA;de PeñPrieta;;-3,6676439;40,399427;Avenida de PeñPrieta,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;del Cardenal Vicente Enrique y Tarancón;;-3,590542;40,364807;Calle  del Cardenal Vicente Enrique y Tarancón,
PAPEL-CARTON;ARGANZUELA;CALLE;de Carmen Cobeña;;-3,711596;40,4002661;Calle  de Carmen Cobeña,
PAPEL-CARTON;CARABANCHEL;CALLE;de Chindasvinto;;-3,728836;40,394855;Calle  de Chindasvinto,
PAPEL-CARTON;CARABANCHEL;CALLE;de Clara Campoamor;;-3,733074;40,3814861;Calle  de Clara Campoamor,
PAPEL-CARTON;CARABANCHEL;CALLE;de Clara Campoamor;;-3,732969;40,3806901;Calle  de Clara Campoamor,
PAPEL-CARTON;CARABANCHEL;CALLE;de Clara Campoamor;;-3,734026;40,385634;Calle  de Clara Campoamor,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Agustín García Malla;;-3,616781;40,382383;Calle  de Agustín García Malla,
PAPEL-CARTON;USERA;CALLE;de Dúrcal;;-3,699645;40,369711;Calle  de Dúrcal,
PAPEL-CARTON;USERA;CALLE;de Eduardo Barreiros;;-3,695898;40,3726131;Calle  de Eduardo Barreiros,
PAPEL-CARTON;USERA;CALLE;de Eduardo Barreiros;;-3,696166;40,3716521;Calle  de Eduardo Barreiros,
PAPEL-CARTON;USERA;AVENIDA;de los Poblados;;-3,695448;40,370925;Avenida de los Poblados,
PAPEL-CARTON;USERA;CALLE;del Doctor Tolosa Latour;;-3,698681;40,37925;Calle  del Doctor Tolosa Latour,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;del Embalse de Navacerrada;;-3,595347;40,359174;Calle  del Embalse de Navacerrada,
PAPEL-CARTON;USERA;AVENIDA;de los Poblados;;-3,696486;40,370764;Avenida de los Poblados,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Eduardo Chillida;;-3,5868091;40,359499;Calle  de Eduardo Chillida,
PAPEL-CARTON;VILLAVERDE;CALLE;de Eduardo Maristany;;-3,683244;40,353015;Calle  de Eduardo Maristany,
PAPEL-CARTON;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,687059;40,3486011;Calle  de Eduardo Minguito,
PAPEL-CARTON;CARABANCHEL;CALLE;del El Toboso;;-3,736109;40,393064;Calle  del El Toboso,
PAPEL-CARTON;USERA;CALLE;de Elisa Ochoa;;-3,711123;40,3809111;Calle  de Elisa Ochoa,
PAPEL-CARTON;CARABANCHEL;AVENIDA;de Oporto;;-3,725092;40,3857081;Avenida de Oporto,
PAPEL-CARTON;ARGANZUELA;CALLE;de Embajadores;;-3,689986;40,385382;Calle  de Embajadores,
PAPEL-CARTON;ARGANZUELA;CALLE;de Embajadores;;-3,688721;40,385073;Calle  de Embajadores,
PAPEL-CARTON;ARGANZUELA;CALLE;de Embajadores;;-3,700739;40,402811;Calle  de Embajadores,
PAPEL-CARTON;ARGANZUELA;CALLE;de Embajadores;;-3,701291;40,403332;Calle  de Embajadores,
PAPEL-CARTON;ARGANZUELA;CALLE;de Embajadores;;-3,6967109;40,397131;Calle  de Embajadores,
PAPEL-CARTON;CARABANCHEL;CALLE;de Enrique de Oro;;-3,7395569;40,3721;Calle  de Enrique de Oro,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Estremera;;-3,61544;40,3655931;Calle  de Estremera,
PAPEL-CARTON;USERA;AVENIDA;del Manzanares;;-3,701167;40,3915201;Avenida del Manzanares,
PAPEL-CARTON;CARABANCHEL;CALLE;de Eusebio Morán;;-3,719423;40,387105;Calle  de Eusebio Morán,
PAPEL-CARTON;CARABANCHEL;CALLE;de Clara Campoamor;;-3,733237;40,3826431;Calle  de Clara Campoamor,
PAPEL-CARTON;CARABANCHEL;CALLE;de Clara Campoamor;;-3,7332711;40,382754;Calle  de Clara Campoamor,
PAPEL-CARTON;CARABANCHEL;CALLE;de Favila;;-3,724446;40,3953821;Calle  de Favila,
PAPEL-CARTON;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,594175;40,361276;Avenida del Ensanche de Vallecas,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; del Pozo del Tío Raimundo;;-3,6483;40,3719141;Camino  del Pozo del Tío Raimundo,
PAPEL-CARTON;ARGANZUELA;CALLE;de Gargantilla;;-3,704663;40,3986251;Calle  de Gargantilla,
PAPEL-CARTON;VILLAVERDE;CALLE;de Gregorio Ortiz;;-3,7059701;40,343714;Calle  de Gregorio Ortiz,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;Dieciocho;;-3,650079;40,387001;Calle  Dieciocho,
PAPEL-CARTON;USERA;CALLE;de Guetaria;;-3,7156579;40,367956;Calle  de Guetaria,
PAPEL-CARTON;USERA;CALLE;de Leiza;;-3,714311;40,370856;Calle  de Leiza,
PAPEL-CARTON;USERA;CALLE;de Hermenegildo Bielsa;;-3,703749;40,390962;Calle  de Hermenegildo Bielsa,
PAPEL-CARTON;USERA;CALLE;de Hermenegildo Bielsa;;-3,702741;40,39009;Calle  de Hermenegildo Bielsa,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;del Río San Lorenzo;;-3,6513549;40,388025;Calle  del Río San Lorenzo,
PAPEL-CARTON;USERA;CALLE;del Rutilo;;-3,687694;40,3658221;Calle  del Rutilo,
PAPEL-CARTON;ARGANZUELA;CALLE;del Sodio;;-3,689704;40,3894191;Calle  del Sodio,
PAPEL-CARTON;USERA;CALLE;del Simca;;-3,710039;40,3665341;Calle  del Simca,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Hornachos;;-3,668634;40,373412;Calle  de Hornachos,
PAPEL-CARTON;VILLAVERDE;CALLE;de Huerta de Villaverde;;-3,712901;40,348419;Calle  de Huerta de Villaverde,
PAPEL-CARTON;USERA;CALLE;de Ibarra;;-3,7168169;40,368879;Calle  de Ibarra,
PAPEL-CARTON;USERA;CALLE;de Ichaso;;-3,717042;40,3704901;Calle  de Ichaso,
PAPEL-CARTON;CARABANCHEL;CALLE;de Jacinto Verdaguer;;-3,719416;40,395066;Calle  de Jacinto Verdaguer,
PAPEL-CARTON;CARABANCHEL;CALLE;de Jacobinia;;-3,749679;40,3769551;Calle  de Jacobinia,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Jadraque;;-3,648853;40,39679;Calle  de Jadraque,
PAPEL-CARTON;ARGANZUELA;CALLE;de Jaime 'El Conquistador';;-3,698398;40,394608;Calle  de Jaime 'El Conquistador',
PAPEL-CARTON;ARGANZUELA;CALLE;de Jaime 'El Conquistador';;-3,6983041;40,3952241;Calle  de Jaime 'El Conquistador',
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Javier de Miguel;;-3,663175;40,3887861;Calle  de Javier de Miguel,
PAPEL-CARTON;USERA;CALLE;de Jayena;;-3,7023991;40,370712;Calle  de Jayena,
PAPEL-CARTON;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,714907;40,3317151;Calle  del Valle de Tobalina,
PAPEL-CARTON;USERA;CALLE;de Antonio Salvador;;-3,700593;40,3861691;Calle  de Antonio Salvador,
PAPEL-CARTON;CARABANCHEL;CALLE;de Joaquín Turina;;-3,75946;40,3721561;Calle  de Joaquín Turina,
PAPEL-CARTON;VILLA DE VALLECAS;AVENIDA;de lVillde Vallecas Mercamadrid;;-3,655795;40,3661551;Avenida de lVillde Vallecas Mercamadrid,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,6521059;40,365899;Camino  de las Hormigueras,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de José Tamayo;;-3,60169;40,3671371;Calle  de José Tamayo,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Juan Antonio Bardem;;-3,594235;40,3680801;Calle  de Juan Antonio Bardem,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Juan Antonio Bardem;;-3,594846;40,367441;Calle  de Juan Antonio Bardem,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,6331529;40,3797421;Camino  de las Hormigueras,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,636935;40,3777341;Camino  de las Hormigueras,
PAPEL-CARTON;USERA;CALLE;de Juan Español;;-3,7073809;40,38657;Calle  de Juan Español,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,652625;40,365872;Camino  de las Hormigueras,
PAPEL-CARTON;ARGANZUELA;CALLE;de Julián Rabanedo;;-3,6939;40,387555;Calle  de Julián Rabanedo,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;Peñaranda de Bracamontes;;-3,6091949;40,3689991;Calle  Peñaranda de Bracamontes,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Alameda del Valle;;-3,617581;40,36455;Calle  de la Alameda del Valle,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Alameda del Valle;;-3,623856;40,3676321;Calle  de la Alameda del Valle,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Alberca de Záncara;;-3,742039;40,374499;Calle  de la Alberca de Záncara,
PAPEL-CARTON;PUENTE DE VALLECAS;AVENIDA;de lPolitécnica;;-3,63093;40,38928;Avenida de lPolitécnica,
PAPEL-CARTON;VILLAVERDE;CALLE;Intermedia Sur;;-3,6991771;40,3332811;Calle  Intermedia Sur,
PAPEL-CARTON;PUENTE DE VALLECAS;CAMINO; de la Venta del Pájaro;;-3,6552419;40,385024;Camino  de la Venta del Pájaro,
PAPEL-CARTON;VILLAVERDE;COLONIA;Marconi;;-3,70067;40,332985;Colonia Marconi,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Catedral de Toledo;;-3,758648;40,363594;Calle  de la Catedral de Toledo,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Esperanza;;-3,703335;40,3992631;Paseo  de la Esperanza,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Corona;;-3,751348;40,3641501;Calle  de la Corona,
PAPEL-CARTON;VILLAVERDE;CALLE;de Menasalbas;;-3,6966;40,3632091;Calle  de Menasalbas,
PAPEL-CARTON;USERA;CALLE;de la Cuesta;;-3,7078359;40,38882;Calle  de la Cuesta,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Diligencia;;-3,653329;40,383215;Calle  de la Diligencia,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Escuela de Vallecas;;-3,58831;40,360022;Calle  de la Escuela de Vallecas,
PAPEL-CARTON;USERA;CALLE;de la Estafeta;;-3,692471;40,3739181;Calle  de la Estafeta,
PAPEL-CARTON;USERA;CALLE;de la Estafeta;;-3,692324;40,3717531;Calle  de la Estafeta,
PAPEL-CARTON;ARGANZUELA;CALLE;de la Estrella Naos;;-3,685463;40,395898;Calle  de la Estrella Naos,
PAPEL-CARTON;USERA;CALLE;de la Expropiación;;-3,706308;40,371458;Calle  de la Expropiación,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Fragata;;-3,735786;40,3938631;Calle  de la Fragata,
PAPEL-CARTON;ARGANZUELA;PASEO;del Doctor Doctor Vallejo-Nágera;;-3,708976;40,402197;Paseo  del Doctor Doctor Vallejo-Nágera,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Hermandad de Donantes de Sangre;;-3,702222;40,3524291;Calle  de la Hermandad de Donantes de Sangre,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Lagartera;;-3,673823;40,38271;Calle  de la Lagartera,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Laguna Dalga;;-3,7099881;40,331824;Calle  de la Laguna Dalga,
ENVASES;CARABANCHEL;CALLE;de Ferreira;;-3,729422;40,388571;Calle  de Ferreira,
PAPEL-CARTON;PUENTE DE VALLECAS;PLAZA;de San Diego;;-3,653889;40,384853;Plaza  de San Diego,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Laguna Dalga;;-3,704671;40,3319601;Calle  de la Laguna Dalga,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Laguna del Marquesado;;-3,704763;40,3337991;Calle  de la Laguna del Marquesado,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Laguna del Marquesado;;-3,7031171;40,333735;Calle  de la Laguna del Marquesado,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Lonja de la Seda;;-3,756616;40,365691;Calle  de la Lonja de la Seda,
PAPEL-CARTON;CARABANCHEL;CALLE;de la Lonja de la Seda;;-3,756208;40,365687;Calle  de la Lonja de la Seda,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Mancha;;-3,670466;40,380243;Calle  de la Mancha,
PAPEL-CARTON;USERA;CALLE;de La Popular Madrileña;;-3,693153;40,371938;Calle  de La Popular Madrileña,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Pueblanueva;;-3,606846;40,375406;Calle  de la Pueblanueva,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Resina;;-3,703132;40,3358561;Calle  de la Resina,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Resina;;-3,704629;40,335819;Calle  de la Resina,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Resina;;-3,707231;40,3357741;Calle  de la Resina,
PAPEL-CARTON;PUENTE DE VALLECAS;CAMINO; de Valderribas;;-3,657205;40,397451;Camino  de Valderribas,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de López Grass;;-3,660528;40,3963961;Calle  de López Grass,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Sierra de Tornavacas;;-3,626939;40,3775481;Calle  de la Sierra de Tornavacas,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de la Sierra de Tortejada;;-3,617802;40,3717751;Calle  de la Sierra de Tortejada,
PAPEL-CARTON;PUENTE DE VALLECAS;AVENIDA;de Palomeras;;-3,6590291;40,388973;Avenida de Palomeras,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;Eje 1;;-3,653324;40,366382;Calle  Eje 1,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Sierra Toledana;;-3,660844;40,3991381;Calle  de la Sierra Toledana,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Sierra Toledana;;-3,660175;40,401919;Calle  de la Sierra Toledana,
PAPEL-CARTON;USERA;CALLE;de la Silvina;;-3,6908591;40,3654461;Calle  de la Silvina,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Tertulia;;-3,692814;40,359674;Calle  de la Tertulia,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Unanimidad;;-3,690815;40,3612891;Calle  de la Unanimidad,
PAPEL-CARTON;VILLAVERDE;CALLE;de la Unanimidad;;-3,685183;40,358387;Calle  de la Unanimidad,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,664042;40,376751;Calle  de la Vedra,
PAPEL-CARTON;VILLAVERDE;CALLE;de Laguna Rodrigo;;-3,706051;40,351958;Calle  de Laguna Rodrigo,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Ramón Pérez de Ayala;;-3,652718;40,4013101;Calle  de Ramón Pérez de Ayala,
PAPEL-CARTON;CARABANCHEL;CALLE;de las Murallas de Lugo;;-3,754164;40,365209;Calle  de las Murallas de Lugo,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de León Felipe;;-3,638979;40,387259;Calle  de León Felipe,
PAPEL-CARTON;USERA;CALLE;de Lesaca;;-3,715664;40,372235;Calle  de Lesaca,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de los Andaluces;;-3,641254;40,391338;Calle  de los Andaluces,
PAPEL-CARTON;CARABANCHEL;CALLE;de los Morales;;-3,761685;40,3598181;Calle  de los Morales,
PAPEL-CARTON;CARABANCHEL;CALLE;de Luis de Oro;;-3,745903;40,3634311;Calle  de Luis de Oro,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Luis I;;-3,64992;40,373783;Calle  de Luis I,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Luis I;;-3,650106;40,37346;Calle  de Luis I,
PAPEL-CARTON;PUENTE DE VALLECAS;PLAZA;de Cuelgamuros;;-3,6612;40,404689;Plaza  de Cuelgamuros,
PAPEL-CARTON;USERA;CALLE;de Manuel Noya;;-3,712198;40,3855501;Calle  de Manuel Noya,
PAPEL-CARTON;USERA;CALLE;de Maracena;;-3,697574;40,3692261;Calle  de Maracena,
PAPEL-CARTON;CARABANCHEL;CALLE;de María Odiaga;;-3,740188;40,379327;Calle  de María Odiaga,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Silvina Ocampo;;-3,596306;40,3635391;Calle  de Silvina Ocampo,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de María Teresa León;;-3,594701;40,3625631;Calle  de María Teresa León,
PAPEL-CARTON;CARABANCHEL;CALLE;de Marianistas;;-3,761272;40,369807;Calle  de Marianistas,
PAPEL-CARTON;ARGANZUELA;CALLE;de Melilla;;-3,708915;40,4004431;Calle  de Melilla,
PAPEL-CARTON;ARGANZUELA;CALLE;de Melilla;;-3,710032;40,399218;Calle  de Melilla,
PAPEL-CARTON;ARGANZUELA;CALLE;de Melilla;;-3,70959;40,399706;Calle  de Melilla,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Membezar;;-3,6708119;40,37823;Calle  de Membezar,
PAPEL-CARTON;ARGANZUELA;CALLE;de Méndez Álvaro;;-3,6879171;40,402206;Calle  de Méndez Álvaro,
PAPEL-CARTON;VILLAVERDE;CALLE;de Miguel Solas;;-3,681027;40,3514341;Calle  de Miguel Solas,
PAPEL-CARTON;PUENTE DE VALLECAS;PLAZA;del Cine;;-3,654291;40,3796101;Plaza  del Cine,
PAPEL-CARTON;VILLAVERDE;CALLE;de Moncada;;-3,69241;40,3409551;Calle  de Moncada,
PAPEL-CARTON;CARABANCHEL;CALLE;de Monseñor Óscar Romero;;-3,747566;40,382797;Calle  de Monseñor Óscar Romero,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;de Montiel;;-3,6726439;40,38141;Calle  de Montiel,
PAPEL-CARTON;VILLA DE VALLECAS;AVENIDA;de lVillde Vallecas;;-3,616022;40,3703581;Avenida de lVillde Vallecas,
PAPEL-CARTON;USERA;CALLE;de Nicolás Usera;;-3,706008;40,3872871;Calle  de Nicolás Usera,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Nuestra Señora de la Torre;;-3,6238191;40,3792511;Calle  de Nuestra Señora de la Torre,
RESTO;VILLAVERDE;CALLE;de la Virgen de los Desamparados;;-3,698858;40,351284;Calle  de la Virgen de los Desamparados,
RESTO;CARABANCHEL;CALLE;del Marqués de Jura Real;;-3,709693;40,3920151;Calle  del Marqués de Jura Real,
RESTO;PUENTE DE VALLECAS;RONDA;del Sur;;-3,669251;40,372835;Ronda  del Sur,
RESTO;CARABANCHEL;CALLE;de Albentosa;;-3,739482;40,3936871;Calle  de Albentosa,
RESTO;CARABANCHEL;PARQUE; de Comillas;;-3,7131899;40,3930291;Parque  de Comillas,
RESTO;CARABANCHEL;PLAZA;de Tarifa;;-3,730484;40,384155;Plaza  de Tarifa,
RESTO;CARABANCHEL;CALLE;de Baleares;;-3,7130261;40,3919801;Calle  de Baleares,
RESTO;USERA;PLAZA;del Basalto;;-3,701136;40,383156;Plaza  del Basalto,
RESTO;CARABANCHEL;CALLE;de Monseñor Óscar Romero;;-3,748446;40,382753;Calle  de Monseñor Óscar Romero,
RESTO;VILLAVERDE;CALLE;de la Corte de Faraón;;-3,695605;40,361625;Calle  de la Corte de Faraón,
RESTO;VILLAVERDE;AVENIDA;de lVerbende lPaloma;;-3,695975;40,35677;Avenida de lVerbende lPaloma,
RESTO;CARABANCHEL;CALLE;de Fernando Delgado;;-3,748777;40,3843801;Calle  de Fernando Delgado,
RESTO;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,637595;40,386357;Avenida de lAlbufera,
RESTO;PUENTE DE VALLECAS;CALLE;de los Leoneses;;-3,647176;40,3811971;Calle  de los Leoneses,
RESTO;CARABANCHEL;PLAZA;de Los Navarros;;-3,742691;40,3743071;Plaza  de Los Navarros,
RESTO;VILLAVERDE;CALLE;del Verde Viento;;-3,717732;40,3531231;Calle  del Verde Viento,
RESTO;CARABANCHEL;PLAZA;de Francisca Pacheco;;-3,733061;40,377929;Plaza  de Francisca Pacheco,
ENVASES;PUENTE DE VALLECAS;PLAZA;de la Sierra Carbonera;;-3,66497;40,3904411;Plaza  de la Sierra Carbonera,
RESTO;PUENTE DE VALLECAS;CALLE;de la Sierra del Valle;;-3,659074;40,3902311;Calle  de la Sierra del Valle,
RESTO;PUENTE DE VALLECAS;CALLE;de San Claudio;;-3,641501;40,3900471;Calle  de San Claudio,
RESTO;CARABANCHEL;AVENIDA;de Oporto;;-3,726065;40,3857711;Avenida de Oporto,
RESTO;CARABANCHEL;CALLE;de Albares de la Ribera;;-3,7405871;40,3744151;Calle  de Albares de la Ribera,
RESTO;VILLAVERDE;;;;-3,69574;40,3466971;,
RESTO;VILLA DE VALLECAS;CALLE;de la Sierra de Tornavacas;;-3,626921;40,3775291;Calle  de la Sierra de Tornavacas,
RESTO;VILLA DE VALLECAS;CAMINO; de Vasares;;-3,613008;40,38274;Camino  de Vasares,
RESTO;CARABANCHEL;AVENIDA;de Oporto;;-3,725868;40,3857371;Avenida de Oporto,
RESTO;CARABANCHEL;CALLE;de Juan Pérez Almeida;;-3,715229;40,3902471;Calle  de Juan Pérez Almeida,
RESTO;CARABANCHEL;CALLE;del Parque de Eugenia de Montijo;;-3,753767;40,3788181;Calle  del Parque de Eugenia de Montijo,
RESTO;CARABANCHEL;CALLE;del El Toboso;;-3,7371369;40,3928211;Calle  del El Toboso,
RESTO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,73313;40,382092;Calle  de Clara Campoamor,
RESTO;PUENTE DE VALLECAS;CALLE;de Carlos Solé;;-3,647678;40,3911681;Calle  de Carlos Solé,
ENVASES;CARABANCHEL;PLAZA;de Ricla;;-3,737974;40,395734;Plaza  de Ricla,
ENVASES;PUENTE DE VALLECAS;CALLE;de Nuestra Señora del Perpetuo Socorro;;-3,662604;40,39305;Calle  de Nuestra Señora del Perpetuo Socorro,
ENVASES;CARABANCHEL;PARQUE; de San Isidro;;-3,731084;40,3973261;Parque  de San Isidro,
ORGANICA;PUENTE DE VALLECAS;CALLE;de Pingarrón;;-3,662604;40,39305;Calle  de Pingarrón,
ORGANICA;PUENTE DE VALLECAS;AVENIDA;de Palomeras;;-3,652033;40,386711;Avenida de Palomeras,
PAPEL-CARTON;PUENTE DE VALLECAS;CALLE;del Lele del Pozo;;-3,661364;40,3737671;Calle  del Lele del Pozo,
RESTO;CARABANCHEL;PLAZA;de Ricla;;-3,737974;40,395734;Plaza  de Ricla,
PAPEL-CARTON;ARGANZUELA;PLAZA;de Gacís Rutilio;;-3,696384;40,3939601;Plaza  de Gacís Rutilio,
RESTO;CARABANCHEL;VIA;Lusitana;;-3,72393;40,382525;Vía Lusitana,
RESTO;CARABANCHEL;CALLE;de Armengot;;-3,72029;40,396611;Calle  de Armengot,
RESTO;CARABANCHEL;CALLE;del Camino Viejo de Leganés;;-3,727248;40,387068;Calle  del Camino Viejo de Leganés,
RESTO;CARABANCHEL;CALLE;del Arroyo Opañel;;-3,71741;40,388425;Calle  del Arroyo Opañel,
RESTO;CARABANCHEL;CALLE;Vía Lusitana;;-3,730898;40,376787;Calle  Vía Lusitana,
