Tipo Contenedor;Distrito;Tipo Vía;Nombre;Número;LONGITUD;LATITUD;DIRECCION
PAPEL-CARTON;USERA;CAMINO; de Perales;;-3,688854;40,373338;Camino  de Perales,
PAPEL-CARTON;USERA;CAMINO; de Perales;;-3,688144;40,371724;Camino  de Perales,
PAPEL-CARTON;VILLA DE VALLECAS;PLAZA;de Enrique de Mesa;;-3,61305;40,382626;Plaza  de Enrique de Mesa,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; del Pozo del Tío Raimundo;;-3,6473311;40,3714591;Camino  del Pozo del Tío Raimundo,
PAPEL-CARTON;USERA;CALLE;del Camino Viejo de Villaverde;;-3,710687;40,3720501;Calle  del Camino Viejo de Villaverde,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;Seis Mercamadrid;;-3,670631;40,359115;Calle  Seis Mercamadrid,
PAPEL-CARTON;VILLAVERDE;PASEO;de Ferroviarios;;-3,715471;40,3479911;Paseo  de Ferroviarios,
PAPEL-CARTON;VILLAVERDE;PASEO;de Ferroviarios;;-3,715808;40,3469441;Paseo  de Ferroviarios,
PAPEL-CARTON;VILLAVERDE;PASEO;de Gigantes y Cabezudos;;-3,6939751;40,360129;Paseo  de Gigantes y Cabezudos,
PAPEL-CARTON;VILLAVERDE;PASEO;de Gigantes y Cabezudos;;-3,69388;40,358992;Paseo  de Gigantes y Cabezudos,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Chopera;;-3,701207;40,395604;Paseo  de la Chopera,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Chopera;;-3,701086;40,397231;Paseo  de la Chopera,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Esperanza;;-3,704096;40,400336;Paseo  de la Esperanza,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Esperanza;;-3,7028931;40,3988411;Paseo  de la Esperanza,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Virgen del Puerto;;-3,721107;40,4094901;Paseo  de la Virgen del Puerto,
PAPEL-CARTON;ARGANZUELA;PASEO;de las Acacias;;-3,7044471;40,404534;Paseo  de las Acacias,
PAPEL-CARTON;ARGANZUELA;PLAZA;Luca de Tena;;-3,6937811;40,401788;Plaza  Luca de Tena,
PAPEL-CARTON;ARGANZUELA;PLAZA;Luca de Tena;;-3,693931;40,401658;Plaza  Luca de Tena,
PAPEL-CARTON;ARGANZUELA;PASEO;de las Yeserías;;-3,708899;40,39858;Paseo  de las Yeserías,
PAPEL-CARTON;ARGANZUELA;PASEO;de los Melancólicos;;-3,720472;40,4044041;Paseo  de los Melancólicos,
PAPEL-CARTON;CARABANCHEL;CALLE;de San Cándido;;-3,7214279;40,399304;Calle  de San Cándido,
PAPEL-CARTON;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,700481;40,399771;Paseo  de Santa María de la Cabeza,
PAPEL-CARTON;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,695899;40,404676;Paseo  de Santa María de la Cabeza,
PAPEL-CARTON;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,698187;40,402192;Paseo  de Santa María de la Cabeza,
PAPEL-CARTON;VILLAVERDE;PASEO;de Talleres;;-3,699674;40,349112;Paseo  de Talleres,
PAPEL-CARTON;ARGANZUELA;PASEO;de la Esperanza;;-3,704791;40,4015011;Paseo  de la Esperanza,
PAPEL-CARTON;ARGANZUELA;PASEO;del Doctor Doctor Vallejo-Nágera;;-3,708406;40,4020991;Paseo  del Doctor Doctor Vallejo-Nágera,
PAPEL-CARTON;ARGANZUELA;PASEO;Imperial;;-3,716243;40,4053231;Paseo  Imperial,
PAPEL-CARTON;CARABANCHEL;PLAZA;de Estoril;;-3,719832;40,384817;Plaza  de Estoril,
PAPEL-CARTON;USERA;PLAZA;de Francisco Ruano;;-3,70833;40,388335;Plaza  de Francisco Ruano,
PAPEL-CARTON;CARABANCHEL;CALLE;de Ferreira;;-3,729322;40,388752;Calle  de Ferreira,
PAPEL-CARTON;CARABANCHEL;CALLE;del Camino Viejo de Leganés;;-3,727681;40,386557;Calle  del Camino Viejo de Leganés,
PAPEL-CARTON;ARGANZUELA;PLAZA;de las Peñuelas;;-3,702642;40,4006531;Plaza  de las Peñuelas,
PAPEL-CARTON;VILLAVERDE;PLAZA;de Los Pinazo;;-3,691202;40,3435841;Plaza  de Los Pinazo,
PAPEL-CARTON;CARABANCHEL;PLAZA;de Roger de Flor;;-3,733313;40,393716;Plaza  de Roger de Flor,
PAPEL-CARTON;CARABANCHEL;PLAZA;de San Vicente de Paul;;-3,726146;40,385279;Plaza  de San Vicente de Paul,
PAPEL-CARTON;CARABANCHEL;AVENIDA;de Oporto;;-3,726147;40,385775;Avenida de Oporto,
PAPEL-CARTON;ARGANZUELA;PLAZA;del Amanecer en Méndez Álvaro;;-3,6851691;40,399046;Plaza  del Amanecer en Méndez Álvaro,
PAPEL-CARTON;PUENTE DE VALLECAS;PLAZA;del Doctor Lozano;;-3,660679;40,403598;Plaza  del Doctor Lozano,
PAPEL-CARTON;CARABANCHEL;CALLE;de Antonio de Leyva;;-3,715607;40,397141;Calle  de Antonio de Leyva,
PAPEL-CARTON;CARABANCHEL;PLAZA;Julio Cortázar;;-3,731246;40,397421;Plaza  Julio Cortázar,
PAPEL-CARTON;PUENTE DE VALLECAS;RONDA;del Sur;;-3,6610701;40,3753651;Ronda  del Sur,
PAPEL-CARTON;ARGANZUELA;CALLE;de Muñopedro;;-3,714259;40,4070081;Calle  de Muñopedro,
PAPEL-CARTON;CARABANCHEL;VIA;Lusitana;;-3,720352;40,3842331;Vía Lusitana,
PAPEL-CARTON;CARABANCHEL;VIA;Lusitana;;-3,720336;40,3836761;Vía Lusitana,
PAPEL-CARTON;CARABANCHEL;AVENIDA;de lPeseta;;-3,762221;40,363173;Avenida de lPeseta,
PAPEL-CARTON;CARABANCHEL;AVENIDA;de lPeseta;;-3,758209;40,36229;Avenida de lPeseta,
PAPEL-CARTON;CARABANCHEL;AVENIDA;de NuestrSeñorde Valvanera;;-3,735204;40,389956;Avenida de NuestrSeñorde Valvanera,
PAPEL-CARTON;CARABANCHEL;AVENIDA;del Manzanares;;-3,71104;40,3965821;Avenida del Manzanares,
PAPEL-CARTON;USERA;CALLE;de Alozaina;;-3,690331;40,3701441;Calle  de Alozaina,
PAPEL-CARTON;USERA;CALLE;de San Mario;;-3,693411;40,375131;Calle  de San Mario,
PAPEL-CARTON;USERA;AVENIDA;del Manzanares;;-3,701167;40,3915201;Avenida del Manzanares,
PAPEL-CARTON;USERA;CALLE;de Hermenegildo Bielsa;;-3,703749;40,390962;Calle  de Hermenegildo Bielsa,
PAPEL-CARTON;USERA;CALLE;de Juan Español;;-3,7073809;40,38657;Calle  de Juan Español,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;Eje 1;;-3,653324;40,366382;Calle  Eje 1,
PAPEL-CARTON;USERA;CALLE;de Nicolás Usera;;-3,706008;40,3872871;Calle  de Nicolás Usera,
PAPEL-CARTON;VILLA DE VALLECAS;CALLE;de Puentelarra;;-3,6080631;40,383247;Calle  de Puentelarra,
PAPEL-CARTON;ARGANZUELA;CALLE;del Aguilón;;-3,701034;40,3979141;Calle  del Aguilón,
PAPEL-CARTON;ARGANZUELA;CALLE;de la Ceiba;;-3,706876;40,403164;Calle  de la Ceiba,
PAPEL-CARTON;USERA;CALLE;del Simca;;-3,706442;40,366525;Calle  del Simca,
PAPEL-CARTON;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,636935;40,3777341;Camino  de las Hormigueras,
VIDRIO;VILLAVERDE;;;;-3,6953739;40,34713;,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,733153;40,3821201;Calle  de Clara Campoamor,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de Madrid Mercamadrid;;-3,662208;40,359105;Avenida de Madrid Mercamadrid,
VIDRIO;CARABANCHEL;AVENIDA;de Abrantes;;-3,727975;40,380938;Avenida de Abrantes,
VIDRIO;VILLAVERDE;;;;-3,695717;40,346697;,
VIDRIO;USERA;AVENIDA;de Córdoba;;-3,697451;40,3825431;Avenida de Córdoba,
VIDRIO;PUENTE DE VALLECAS;PLAZA;de Mariana Pineda;;-3,656951;40,3922521;Plaza  de Mariana Pineda,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,6475119;40,3904901;Avenida de lAlbufera,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,6442241;40,3895491;Avenida de lAlbufera,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lGran Vídel Sureste;;-3,593303;40,3573981;Avenida de lGran Vídel Sureste,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lGran Vídel Sureste;;-3,587651;40,364401;Avenida de lGran Vídel Sureste,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,762221;40,363173;Avenida de lPeseta,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,761358;40,362908;Avenida de lPeseta,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,759174;40,362699;Avenida de lPeseta,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,760263;40,362748;Avenida de lPeseta,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,758209;40,36229;Avenida de lPeseta,
VIDRIO;CARABANCHEL;AVENIDA;de lPeseta;;-3,762776;40,364462;Avenida de lPeseta,
VIDRIO;VILLA DE VALLECAS;CALLE;Veinte Mercamadrid;;-3,6649669;40,3565271;Calle  Veinte Mercamadrid,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lSalmedina;;-3,5999999;40,3591981;Avenida de lSalmedina,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lSalmedina;;-3,597444;40,357928;Avenida de lSalmedina,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lSalmedina;;-3,6049851;40,36301;Avenida de lSalmedina,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lSalmedina;;-3,604132;40,36261;Avenida de lSalmedina,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de Las Suertes;;-3,592464;40,3636311;Avenida de Las Suertes,
VIDRIO;USERA;AVENIDA;de los Poblados;;-3,697036;40,3709871;Avenida de los Poblados,
VIDRIO;VILLAVERDE;AVENIDA;de los Rosales;;-3,679912;40,3537981;Avenida de los Rosales,
VIDRIO;VILLAVERDE;AVENIDA;de los Rosales;;-3,681427;40,3560111;Avenida de los Rosales,
VIDRIO;CARABANCHEL;AVENIDA;de NuestrSeñorde Fátima;;-3,747485;40,38324;Avenida de NuestrSeñorde Fátima,
VIDRIO;CARABANCHEL;AVENIDA;de NuestrSeñorde Valvanera;;-3,7386311;40,3916721;Avenida de NuestrSeñorde Valvanera,
VIDRIO;CARABANCHEL;AVENIDA;de NuestrSeñorde Valvanera;;-3,735204;40,389956;Avenida de NuestrSeñorde Valvanera,
VIDRIO;CARABANCHEL;AVENIDA;de Oporto;;-3,725878;40,385717;Avenida de Oporto,
VIDRIO;USERA;AVENIDA;de Orcasur;;-3,700298;40,3681261;Avenida de Orcasur,
VIDRIO;USERA;AVENIDA;de RafaelYbarra;;-3,711335;40,383203;Avenida de RafaelYbarra,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de Valdeculebras;;-3,5902249;40,356078;Avenida de Valdeculebras,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de Valdeculebras;;-3,5859321;40,358796;Avenida de Valdeculebras,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;del Campus Sur;;-3,62841;40,387857;Avenida del Campus Sur,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lPolitécnica;;-3,6284189;40,39081;Avenida de lPolitécnica,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,602276;40,3652871;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,593975;40,3607731;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,61249;40,369832;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,593227;40,360405;Avenida del Ensanche de Vallecas,
VIDRIO;CARABANCHEL;AVENIDA;del Manzanares;;-3,71104;40,3965821;Avenida del Manzanares,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;del Parque de Palomeras Bajas;;-3,656587;40,377948;Avenida del Parque de Palomeras Bajas,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;del PoetMiguel Hernández;;-3,634757;40,391305;Avenida del PoetMiguel Hernández,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,710567;40,3373361;Avenida Real de Pinto,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,712327;40,334923;Avenida Real de Pinto,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,712209;40,334543;Avenida Real de Pinto,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,713474;40,3325301;Avenida Real de Pinto,
VIDRIO;ARGANZUELA;PASEO;de la Virgen del Puerto;;-3,722185;40,405416;Paseo  de la Virgen del Puerto,
VIDRIO;VILLAVERDE;CALLE;Augustobriga;;-3,683753;40,357424;Calle  Augustobriga,
VIDRIO;VILLAVERDE;CALLE;Augustobriga;;-3,682929;40,3582611;Calle  Augustobriga,
VIDRIO;CARABANCHEL;CALLE;del Camino Viejo de Leganés;;-3,733834;40,3766681;Calle  del Camino Viejo de Leganés,
VIDRIO;VILLA DE VALLECAS;BULEVAR;de la Naturaleza;;-3,630415;40,371764;Bulevar de la Naturaleza,
VIDRIO;PUENTE DE VALLECAS;CALLE;Carlos Martín Álvarez;;-3,663593;40,389355;Calle  Carlos Martín Álvarez,
VIDRIO;PUENTE DE VALLECAS;CALLE;Convenio;;-3,672054;40,3908391;Calle  Convenio,
VIDRIO;VILLA DE VALLECAS;CALLE;Cuarenta y tres Mercamadrid;;-3,659642;40,3643371;Calle  Cuarenta y tres Mercamadrid,
VIDRIO;VILLA DE VALLECAS;CALLE;de Silvina Ocampo;;-3,5957791;40,364172;Calle  de Silvina Ocampo,
VIDRIO;USERA;CALLE;de Adora;;-3,6884609;40,36892;Calle  de Adora,
VIDRIO;CARABANCHEL;CALLE;de Alba de Tormes;;-3,743199;40,378367;Calle  de Alba de Tormes,
VIDRIO;CARABANCHEL;CALLE;de Albox;;-3,7427631;40,373543;Calle  de Albox,
VIDRIO;USERA;AVENIDA;de Orcasur;;-3,700741;40,366293;Avenida de Orcasur,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,595107;40,361725;Avenida del Ensanche de Vallecas,
VIDRIO;CARABANCHEL;CALLE;de Alfonso Martínez Conde;;-3,730652;40,3809561;Calle  de Alfonso Martínez Conde,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Almuradiel;;-3,673253;40,3798691;Calle  de Almuradiel,
VIDRIO;USERA;CALLE;de Alozaina;;-3,690331;40,3701441;Calle  de Alozaina,
VIDRIO;VILLAVERDE;CALLE;de Anoeta;;-3,703703;40,3505491;Calle  de Anoeta,
VIDRIO;VILLAVERDE;CALLE;de Anoeta;;-3,701284;40,3515011;Calle  de Anoeta,
VIDRIO;CARABANCHEL;CALLE;de Antonia Rodríguez Sacristán;;-3,744056;40,372788;Calle  de Antonia Rodríguez Sacristán,
VIDRIO;CARABANCHEL;CALLE;de Antonia Rodríguez Sacristán;;-3,7464649;40,3728581;Calle  de Antonia Rodríguez Sacristán,
VIDRIO;USERA;CALLE;de San Mario;;-3,693411;40,375131;Calle  de San Mario,
VIDRIO;USERA;CALLE;de Antonio López;;-3,696106;40,384894;Calle  de Antonio López,
VIDRIO;CARABANCHEL;CALLE;de Antonia Rodríguez Sacristán;;-3,74615;40,37284;Calle  de Antonia Rodríguez Sacristán,
VIDRIO;CARABANCHEL;CALLE;de Baleares;;-3,7131681;40,3928641;Calle  de Baleares,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Benalmádena;;-3,638763;40,3854761;Calle  de Benalmádena,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Casabermeja;;-3,637499;40,385225;Calle  de Casabermeja,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,637561;40,386078;Avenida de lAlbufera,
VIDRIO;VILLAVERDE;CALLE;de Benimamet;;-3,6852261;40,3435591;Calle  de Benimamet,
VIDRIO;USERA;CALLE;de Campotejar;;-3,703996;40,3671461;Calle  de Campotejar,
VIDRIO;USERA;CALLE;de Campotejar;;-3,703309;40,370047;Calle  de Campotejar,
VIDRIO;ARGANZUELA;CALLE;de Canarias;;-3,687927;40,4016061;Calle  de Canarias,
VIDRIO;USERA;CALLE;de Carabelos;;-3,69227;40,374755;Calle  de Carabelos,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de PeñPrieta;;-3,6676439;40,399427;Avenida de PeñPrieta,
VIDRIO;CARABANCHEL;CALLE;de Chindasvinto;;-3,728836;40,394855;Calle  de Chindasvinto,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,733074;40,3814861;Calle  de Clara Campoamor,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,734026;40,385634;Calle  de Clara Campoamor,
VIDRIO;VILLA DE VALLECAS;CALLE;de Agustín García Malla;;-3,616781;40,382383;Calle  de Agustín García Malla,
VIDRIO;USERA;CALLE;de Dúrcal;;-3,699645;40,369711;Calle  de Dúrcal,
VIDRIO;USERA;CALLE;de Eduardo Barreiros;;-3,695898;40,3726131;Calle  de Eduardo Barreiros,
VIDRIO;USERA;CALLE;de Eduardo Barreiros;;-3,696166;40,3716521;Calle  de Eduardo Barreiros,
VIDRIO;USERA;AVENIDA;de los Poblados;;-3,695448;40,370925;Avenida de los Poblados,
VIDRIO;USERA;AVENIDA;de los Poblados;;-3,696486;40,370764;Avenida de los Poblados,
VIDRIO;VILLA DE VALLECAS;CALLE;de Eduardo Chillida;;-3,5868091;40,359499;Calle  de Eduardo Chillida,
VIDRIO;VILLAVERDE;CALLE;de Eduardo Maristany;;-3,683244;40,353015;Calle  de Eduardo Maristany,
VIDRIO;CARABANCHEL;CALLE;del El Toboso;;-3,736109;40,393064;Calle  del El Toboso,
VIDRIO;USERA;CALLE;de Elisa Ochoa;;-3,711123;40,3809111;Calle  de Elisa Ochoa,
VIDRIO;CARABANCHEL;AVENIDA;de Oporto;;-3,725092;40,3857081;Avenida de Oporto,
VIDRIO;ARGANZUELA;CALLE;de Embajadores;;-3,701291;40,403332;Calle  de Embajadores,
VIDRIO;CARABANCHEL;CALLE;de Enrique de Oro;;-3,7395569;40,3721;Calle  de Enrique de Oro,
VIDRIO;VILLA DE VALLECAS;CALLE;de Estremera;;-3,61544;40,3655931;Calle  de Estremera,
VIDRIO;USERA;AVENIDA;del Manzanares;;-3,701167;40,3915201;Avenida del Manzanares,
VIDRIO;CARABANCHEL;CALLE;de Eusebio Morán;;-3,719423;40,387105;Calle  de Eusebio Morán,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,733237;40,3826431;Calle  de Clara Campoamor,
VIDRIO;CARABANCHEL;CALLE;de Favila;;-3,724446;40,3953821;Calle  de Favila,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,594175;40,361276;Avenida del Ensanche de Vallecas,
VIDRIO;CARABANCHEL;CALLE;de Fernando Delgado;;-3,748773;40,3833051;Calle  de Fernando Delgado,
VIDRIO;CARABANCHEL;CALLE;de Antonio López;;-3,714493;40,3971011;Calle  de Antonio López,
VIDRIO;USERA;CALLE;de Gaínza;;-3,718877;40,3694961;Calle  de Gaínza,
VIDRIO;VILLA DE VALLECAS;CAMINO; del Pozo del Tío Raimundo;;-3,6483;40,3719141;Camino  del Pozo del Tío Raimundo,
VIDRIO;ARGANZUELA;CALLE;de Gargantilla;;-3,704663;40,3986251;Calle  de Gargantilla,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Gavia Seca;;-3,619971;40,377754;Calle  de la Gavia Seca,
VIDRIO;VILLA DE VALLECAS;CALLE;de González Dávila;;-3,639346;40,3767881;Calle  de González Dávila,
VIDRIO;PUENTE DE VALLECAS;CALLE;Dieciocho;;-3,650079;40,387001;Calle  Dieciocho,
VIDRIO;USERA;CALLE;de Guetaria;;-3,7156579;40,367956;Calle  de Guetaria,
VIDRIO;USERA;CALLE;de Leiza;;-3,714311;40,370856;Calle  de Leiza,
VIDRIO;USERA;CALLE;de Hermenegildo Bielsa;;-3,703749;40,390962;Calle  de Hermenegildo Bielsa,
VIDRIO;USERA;CALLE;de Hermenegildo Bielsa;;-3,702741;40,39009;Calle  de Hermenegildo Bielsa,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Hornachos;;-3,668634;40,373412;Calle  de Hornachos,
VIDRIO;VILLAVERDE;CALLE;de Huerta de Villaverde;;-3,711587;40,348302;Calle  de Huerta de Villaverde,
VIDRIO;VILLAVERDE;CALLE;de Huerta de Villaverde;;-3,712901;40,348419;Calle  de Huerta de Villaverde,
VIDRIO;CARABANCHEL;CALLE;de Jacinto Verdaguer;;-3,719416;40,395066;Calle  de Jacinto Verdaguer,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Jadraque;;-3,648853;40,39679;Calle  de Jadraque,
VIDRIO;ARGANZUELA;CALLE;de Jaime 'El Conquistador';;-3,6983041;40,3952241;Calle  de Jaime 'El Conquistador',
VIDRIO;USERA;CALLE;de Jayena;;-3,7023991;40,370712;Calle  de Jayena,
VIDRIO;CARABANCHEL;CALLE;de Joaquín Turina;;-3,75946;40,3721561;Calle  de Joaquín Turina,
VIDRIO;PUENTE DE VALLECAS;CAMINO; de Valderribas;;-3,6564509;40,394524;Camino  de Valderribas,
VIDRIO;VILLA DE VALLECAS;CALLE;de José Tamayo;;-3,60169;40,3671371;Calle  de José Tamayo,
VIDRIO;VILLA DE VALLECAS;CALLE;de Juan Antonio Bardem;;-3,594235;40,3680801;Calle  de Juan Antonio Bardem,
VIDRIO;VILLA DE VALLECAS;CALLE;de Juan Antonio Bardem;;-3,594846;40,367441;Calle  de Juan Antonio Bardem,
VIDRIO;USERA;CALLE;de Juan Español;;-3,7073809;40,38657;Calle  de Juan Español,
VIDRIO;VILLA DE VALLECAS;CALLE;Peñaranda de Bracamontes;;-3,6091949;40,3689991;Calle  Peñaranda de Bracamontes,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Alameda del Valle;;-3,617581;40,36455;Calle  de la Alameda del Valle,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Alameda del Valle;;-3,623856;40,3676321;Calle  de la Alameda del Valle,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lPolitécnica;;-3,63093;40,38928;Avenida de lPolitécnica,
VIDRIO;CARABANCHEL;CALLE;de la Catedral de Toledo;;-3,758648;40,363594;Calle  de la Catedral de Toledo,
VIDRIO;CARABANCHEL;CALLE;de la Corona;;-3,751348;40,3641501;Calle  de la Corona,
VIDRIO;VILLAVERDE;CALLE;de Menasalbas;;-3,6966;40,3632091;Calle  de Menasalbas,
VIDRIO;USERA;CALLE;de la Cuesta;;-3,7078359;40,38882;Calle  de la Cuesta,
VIDRIO;PUENTE DE VALLECAS;CALLE;de la Diligencia;;-3,653329;40,383215;Calle  de la Diligencia,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Escuela de Vallecas;;-3,58831;40,360022;Calle  de la Escuela de Vallecas,
VIDRIO;USERA;CALLE;de la Estafeta;;-3,692471;40,3739181;Calle  de la Estafeta,
VIDRIO;USERA;CALLE;de la Estafeta;;-3,692324;40,3717531;Calle  de la Estafeta,
VIDRIO;USERA;CALLE;de la Expropiación;;-3,706308;40,371458;Calle  de la Expropiación,
VIDRIO;CARABANCHEL;CALLE;de la Fragata;;-3,735786;40,3938631;Calle  de la Fragata,
VIDRIO;VILLAVERDE;CALLE;de la Laguna Dalga;;-3,7099881;40,331824;Calle  de la Laguna Dalga,
VIDRIO;VILLAVERDE;CALLE;de la Laguna Dalga;;-3,704671;40,3319601;Calle  de la Laguna Dalga,
VIDRIO;VILLAVERDE;CALLE;de la Laguna del Marquesado;;-3,704763;40,3337991;Calle  de la Laguna del Marquesado,
VIDRIO;VILLAVERDE;CALLE;de la Laguna del Marquesado;;-3,7031171;40,333735;Calle  de la Laguna del Marquesado,
VIDRIO;CARABANCHEL;CALLE;de la Lonja de la Seda;;-3,756616;40,365691;Calle  de la Lonja de la Seda,
VIDRIO;CARABANCHEL;CALLE;de la Lonja de la Seda;;-3,756208;40,365687;Calle  de la Lonja de la Seda,
VIDRIO;USERA;CALLE;de La Popular Madrileña;;-3,693153;40,371938;Calle  de La Popular Madrileña,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Pueblanueva;;-3,606846;40,375406;Calle  de la Pueblanueva,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Sierra de Tornavacas;;-3,626939;40,3775481;Calle  de la Sierra de Tornavacas,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Sierra de Tortejada;;-3,617802;40,3717751;Calle  de la Sierra de Tortejada,
VIDRIO;VILLA DE VALLECAS;CALLE;Eje 1;;-3,653324;40,366382;Calle  Eje 1,
VIDRIO;PUENTE DE VALLECAS;CALLE;de la Sierra Toledana;;-3,660844;40,3991381;Calle  de la Sierra Toledana,
VIDRIO;VILLA DE VALLECAS;CALLE;de la Sierra Vieja;;-3,629127;40,3772361;Calle  de la Sierra Vieja,
VIDRIO;USERA;CALLE;de la Silvina;;-3,6908591;40,3654461;Calle  de la Silvina,
VIDRIO;VILLAVERDE;CALLE;de la Tertulia;;-3,692814;40,359674;Calle  de la Tertulia,
VIDRIO;VILLAVERDE;CALLE;de la Unanimidad;;-3,690815;40,3612891;Calle  de la Unanimidad,
VIDRIO;VILLAVERDE;CALLE;de la Unanimidad;;-3,685183;40,358387;Calle  de la Unanimidad,
VIDRIO;PUENTE DE VALLECAS;CALLE;de la Vedra;;-3,664042;40,376751;Calle  de la Vedra,
VIDRIO;CARABANCHEL;CALLE;de las Murallas de Lugo;;-3,754164;40,365209;Calle  de las Murallas de Lugo,
VIDRIO;PUENTE DE VALLECAS;CALLE;de León Felipe;;-3,638979;40,387259;Calle  de León Felipe,
VIDRIO;USERA;CALLE;de Lesaca;;-3,715664;40,372235;Calle  de Lesaca,
VIDRIO;CARABANCHEL;CALLE;de los Morales;;-3,761685;40,3598181;Calle  de los Morales,
VIDRIO;CARABANCHEL;CALLE;de Luis de Oro;;-3,745903;40,3634311;Calle  de Luis de Oro,
VIDRIO;PUENTE DE VALLECAS;PLAZA;de Cuelgamuros;;-3,6612;40,404689;Plaza  de Cuelgamuros,
VIDRIO;USERA;CALLE;de Manuel Noya;;-3,712198;40,3855501;Calle  de Manuel Noya,
VIDRIO;USERA;CALLE;de Maracena;;-3,697574;40,3692261;Calle  de Maracena,
VIDRIO;CARABANCHEL;CALLE;de María Odiaga;;-3,740188;40,379327;Calle  de María Odiaga,
VIDRIO;VILLA DE VALLECAS;CALLE;de María Teresa León;;-3,594701;40,3625631;Calle  de María Teresa León,
VIDRIO;CARABANCHEL;CALLE;de Marianistas;;-3,761272;40,369807;Calle  de Marianistas,
VIDRIO;ARGANZUELA;CALLE;de Melilla;;-3,708915;40,4004431;Calle  de Melilla,
VIDRIO;ARGANZUELA;CALLE;de Melilla;;-3,710032;40,399218;Calle  de Melilla,
VIDRIO;ARGANZUELA;CALLE;de Melilla;;-3,70959;40,399706;Calle  de Melilla,
VIDRIO;ARGANZUELA;CALLE;de Méndez Álvaro;;-3,6879171;40,402206;Calle  de Méndez Álvaro,
