TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;URI distrito;LATITUD;LONGITUD;IDENTIFICADOR
Contenedor de ropa;1;Calle  Manuel Uribe, 1 ;Calle Manuel Uribe;1;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,464388;-3,664512;-3.664512 40.464388 Contenedor de ropa
Contenedor de ropa;1;Calle  Mesena, 104 ;Calle Mesena;104;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,468169;-3,663409;-3.663409 40.468169 Contenedor de ropa
Contenedor de ropa;1;Calle  Caleruega, 75 ;Calle Caleruega;75;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,48337;-3,66933;-3.66933 40.48337 Contenedor de ropa
Contenedor de ropa;1;Calle  Caleruega, 30 ;Calle Caleruega;30;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,480362;-3,671396;-3.671396 40.480362 Contenedor de ropa
Contenedor de ropa;1;Calle  Caleruega, 21 ;Calle Caleruega;21;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,478648;-3,670664;-3.670664 40.478648 Contenedor de ropa
Contenedor de ropa;1;Calle  Eladio Lopez Vilches, 2 ;Calle Eladio Lopez Vilches;2;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,47377;-3,66592;-3.66592 40.47377 Contenedor de ropa
Contenedor de ropa;1;Calle  López de Hoyos, 342 ;Calle López de Hoyos;342;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,457144;-3,660719;-3.660719 40.457144 Contenedor de ropa
Contenedor de ropa;1;Calle  Arturo Baldasano, 26 ;Calle Arturo Baldasano;26;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,457054;-3,658068;-3.658068 40.457054 Contenedor de ropa
Contenedor de ropa;1;Calle  Rafael Bergamin, 16 ;Calle Rafael Bergamin;16;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,450713;-3,660747;-3.660747 40.450713 Contenedor de ropa
Contenedor de ropa;1;Calle  Torrelaguna, 127 ;Calle Torrelaguna;127;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,449065;-3,657575;-3.657575 40.449065 Contenedor de ropa
Contenedor de ropa;1;Calle  Cidamon, 11 ;Calle Cidamon;11;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,451228;-3,65671;-3.65671 40.451228 Contenedor de ropa
Contenedor de ropa;1;Calle  Arturo Soria, 98  esquina Pilar Cavero 1;Calle Arturo Soria;98;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,445602;-3,647013;-3.647013 40.445602 Contenedor de ropa
Contenedor de ropa;1;Calle  Torrecilla del puerto, 4 ;Calle Torrecilla del puerto;4;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,450151;-3,650505;-3.650505 40.450151 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen del Sagrario, 19 ;Calle Virgen del Sagrario;19;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,43767;-3,650614;-3.650614 40.43767 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen del Portillo, 8 ;Calle Virgen del Portillo;8;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,43679;-3,652478;-3.652478 40.43679 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen del Val, 10 ;Calle Virgen del Val;10;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,436561;-3,654519;-3.654519 40.436561 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen de Lourdes, 30 ;Calle Virgen de Lourdes;30;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,435952;-3,656885;-3.656885 40.435952 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen de la Alegria, 12 ;Calle Virgen de la Alegria;12;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,433263;-3,657472;-3.657472 40.433263 Contenedor de ropa
Contenedor de ropa;1;Calle  Virgen de Africa, 38  esquina Electronica;Calle Virgen de Africa;38;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,440523;-3,655159;-3.655159 40.440523 Contenedor de ropa
Contenedor de ropa;1;Avenida  Badajoz, 24 ;Avenida Badajoz;24;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,441547;-3,655093;-3.655093 40.441547 Contenedor de ropa
Contenedor de ropa;1;Calle  Torrelaguna, 69 ;Calle Torrelaguna;69;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,442177;-3,652999;-3.652999 40.442177 Contenedor de ropa
Contenedor de ropa;1;Avenida  Daroca, 108 (Gasolinera BP);Avenida Daroca;108;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,418739;-3,631406;-3.631406 40.418739 Contenedor de ropa
Contenedor de ropa;1;Calle  Francisco Rioja, 14 ;Calle Francisco Rioja;14;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42983;-3,63831;-3.63831 40.42983 Contenedor de ropa
Contenedor de ropa;1;Calle  San Maximiliano, 26 ;Calle San Maximiliano;26;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,424716;-3,654067;-3.654067 40.424716 Contenedor de ropa
Contenedor de ropa;1;Calle  Nuestra Señora de Villar, 6 ;Calle Nuestra Señora de Villar;6;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,42286;-3,6516;-3.6516 40.42286 Contenedor de ropa
Contenedor de ropa;1;Calle  Torrelaguna, 35 ;Calle Torrelaguna;35;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,442015;-3,653051;-3.653051 40.442015 Contenedor de ropa
Contenedor de ropa;1;Calle  Torrelaguna, 5 ;Calle Torrelaguna;5;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,440645;-3,650367;-3.650367 40.440645 Contenedor de ropa
Contenedor de ropa;1;Calle  Julian Hernandez, 19 ;Calle Julian Hernandez;19;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,455045;-3,651713;-3.651713 40.455045 Contenedor de ropa
Contenedor de ropa;1;Avenida  Badajoz, 13 ;Avenida Badajoz;13;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,443303;-3,652951;-3.652951 40.443303 Contenedor de ropa
Contenedor de ropa;1;Calle  Agastia, 31 ;Calle Agastia;31;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,446178;-3,651933;-3.651933 40.446178 Contenedor de ropa
Contenedor de ropa;1;Calle  Donostiarra, 23 ;Calle Donostiarra;23;Ciudad Lineal;http://www.wikidata.org/entity/Q1763694;40,434885;-3,656692;-3.656692 40.434885 Contenedor de ropa
Contenedor de ropa;1;Glorieta  Pradera Vaquerizas, 9 ;Glorieta Pradera Vaquerizas;9;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,490803;-3,7216524;-3.7216524 40.490803 Contenedor de ropa
Contenedor de ropa;1;Avenida  Monforte de Lemos, 38 ;Avenida Monforte de Lemos;38;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,478599;-3,7094762;-3.7094762 40.478599 Contenedor de ropa
Contenedor de ropa;1;Calle  Fermín Caballero, 17 ;Calle Fermín Caballero;17;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,486018;-3,7013421;-3.7013421 40.486018 Contenedor de ropa
Contenedor de ropa;1;Calle  La Masó, 80 ;Calle La Masó;80;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,484648;-3,7147313;-3.7147313 40.484648 Contenedor de ropa
Contenedor de ropa;1;Avenida  Monforte de Lemos, 13 ;Avenida Monforte de Lemos;13;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,478912;-3,6935052;-3.6935052 40.478912 Contenedor de ropa
Contenedor de ropa;1;Calle  Buitrago de Lozoya, 22 ;Calle Buitrago de Lozoya;22;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,47261;-3,7164676;-3.7164676 40.47261 Contenedor de ropa
Contenedor de ropa;1;Calle  Mira El Rio, 4 ;Calle Mira El Rio;4;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,519699;-3,7778586;-3.7778586 40.519699 Contenedor de ropa
Contenedor de ropa;1;Calle  Ginzo de Limia, 2 ;Calle Ginzo de Limia;2;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,475588;-3,7024605;-3.7024605 40.475588 Contenedor de ropa
Contenedor de ropa;1;Calle  Nuria, 83 ;Calle Nuria;83;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,494858;-3,7112287;-3.7112287 40.494858 Contenedor de ropa
Contenedor de ropa;1;Calle  San Leandro, 9 ;Calle San Leandro;9;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,5178864;-3,7756893;-3.7756893 40.5178864 Contenedor de ropa
Contenedor de ropa;1;Calle  San Cugat del Valles, 8 ;Calle San Cugat del Valles;8;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,49689;-3,6953;-3.6953 40.49689 Contenedor de ropa
Contenedor de ropa;1;Calle  Úbeda, 6 ;Calle Úbeda;6;Fuencarral-El Pardo;http://www.wikidata.org/entity/Q656196;40,482249;-3,7165229;-3.7165229 40.482249 Contenedor de ropa
Contenedor de ropa;1;Calle  Mota del Cuervo, 21 ;Calle Mota del Cuervo;21;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46538;-3,63066;-3.63066 40.46538 Contenedor de ropa
Contenedor de ropa;1;Calle el Provencio, 20 ;Calle el Provencio;20;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46532;-3,62851;-3.62851 40.46532 Contenedor de ropa
Contenedor de ropa;1;Calle  Tribaldos, 2 ;Calle Tribaldos;2;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46734;-3,63292;-3.63292 40.46734 Contenedor de ropa
Contenedor de ropa;1;Calle  Chaparral, 16 ;Calle Chaparral;16;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47072;-3,63571;-3.63571 40.47072 Contenedor de ropa
Contenedor de ropa;1;Avenida  Chiquinquira , 2 ;Avenida Chiquinquira ;2;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,471997;-3,636474;-3.636474 40.471997 Contenedor de ropa
Contenedor de ropa;1;Calle  Manizales, 30 ;Calle Manizales;30;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47438;-3,63632;-3.63632 40.47438 Contenedor de ropa
Contenedor de ropa;1;Avenida  Avd, Barranquilla , 11 ;Avenida Avd, Barranquilla ;11;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,474647;-3,640131;-3.640131 40.474647 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Virgilia, 15 ;Calle Santa Virgilia;15;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47683;-3,64201;-3.64201 40.47683 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Susana, 39 ;Calle Santa Susana;39;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47809;-3,64721;-3.64721 40.47809 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Susana, 6 ;Calle Santa Susana;6;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47609;-3,64666;-3.64666 40.47609 Contenedor de ropa
Contenedor de ropa;1;Calle  Mar Menor, 13 ;Calle Mar Menor;13;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47432;-3,6436;-3.6436 40.47432 Contenedor de ropa
Contenedor de ropa;1;Calle  Mar de Antillas, 10 ;Calle Mar de Antillas;10;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47535;-3,645793;-3.645793 40.47535 Contenedor de ropa
Contenedor de ropa;1;Calle  Estrecho de ormuz, 13 ;Calle Estrecho de ormuz;13;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47095;-3,6432;-3.6432 40.47095 Contenedor de ropa
Contenedor de ropa;1;Avenida  Gran Via de Hortaleza, 84 ;Avenida Gran Via de Hortaleza;84;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46853;-3,64539;-3.64539 40.46853 Contenedor de ropa
Contenedor de ropa;1;Calle  Javier de quinto, 12 ;Calle Javier de quinto;12;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46666;-3,64184;-3.64184 40.46666 Contenedor de ropa
Contenedor de ropa;1;Calle  Emigrantes, 13 ;Calle Emigrantes;13;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,4677;-3,63796;-3.63796 40.4677 Contenedor de ropa
Contenedor de ropa;1;Carretera de Canillas, 121 ;Carretera de Canillas;121;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46546;-3,63757;-3.63757 40.46546 Contenedor de ropa
Contenedor de ropa;1;Calle  Torquemada, 10 ;Calle Torquemada;10;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46595;-3,63944;-3.63944 40.46595 Contenedor de ropa
Contenedor de ropa;1;Carretera de Canillas, 47 ;Carretera de Canillas;47;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46368;-3,64658;-3.64658 40.46368 Contenedor de ropa
Contenedor de ropa;1;Calle  Pegaso, 2  esquina Ctra Canillas;Calle Pegaso;2;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,462967;-3,649095;-3.649095 40.462967 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto de Santa María, 14 ;Calle Puerto de Santa María;14;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,454883;-3,650893;-3.650893 40.454883 Contenedor de ropa
Contenedor de ropa;1;Calle  Moscatelas, 10 ;Calle Moscatelas;10;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,45715;-3,64936;-3.64936 40.45715 Contenedor de ropa
Contenedor de ropa;1;Calle  Carril del Conde, 61 ;Calle Carril del Conde;61;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46085;-3,65392;-3.65392 40.46085 Contenedor de ropa
Contenedor de ropa;1;Calle  Andorra, 41 ;Calle Andorra;41;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,45997;-3,64582;-3.64582 40.45997 Contenedor de ropa
Contenedor de ropa;1;Calle  Calanda, 28 ;Calle Calanda;28;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46212;-3,64248;-3.64248 40.46212 Contenedor de ropa
Contenedor de ropa;1;Calle  Alcorisa, 21 ;Calle Alcorisa;21;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46257;-3,64084;-3.64084 40.46257 Contenedor de ropa
Contenedor de ropa;1;Calle  Silvano, 77 ;Calle Silvano;77;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46307;-3,63689;-3.63689 40.46307 Contenedor de ropa
Contenedor de ropa;1;Calle  Silvano, 150 ;Calle Silvano;150;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46249;-3,62905;-3.62905 40.46249 Contenedor de ropa
Contenedor de ropa;1;Calle  Tomás Redondo , 8 ;Calle Tomás Redondo ;8;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,470194;-3,627874;-3.627874 40.470194 Contenedor de ropa
Contenedor de ropa;1;Avenida  Niceto Alcala Zamora, 48 ;Avenida Niceto Alcala Zamora;48;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,49879;-3,65557;-3.65557 40.49879 Contenedor de ropa
Contenedor de ropa;1;Estación  Santa Adela, 36 ;Estación Santa Adela;36;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,479187;-3,647425;-3.647425 40.479187 Contenedor de ropa
Contenedor de ropa;1;Estación  Ctra Hortaleza , 11 ;Estación Ctra Hortaleza ;11;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,478915;-3,653124;-3.653124 40.478915 Contenedor de ropa
Contenedor de ropa;1;Avenida  Virgen del Carmén, 9 ;Avenida Virgen del Carmén;9;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47379;-3,65454;-3.65454 40.47379 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis Buitrago, 15 ;Calle Luis Buitrago;15;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47385;-3,65126;-3.65126 40.47385 Contenedor de ropa
Contenedor de ropa;1;Avenida  Virgen del Carmén, 34 ;Avenida Virgen del Carmén;34;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47517;-3,65079;-3.65079 40.47517 Contenedor de ropa
Contenedor de ropa;1;Calle  López de hoyos, 478 ;Calle López de hoyos;478;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47144;-3,64976;-3.64976 40.47144 Contenedor de ropa
Contenedor de ropa;1;Calle  López de hoyos, 353 ;Calle López de hoyos;353;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46971;-3,65207;-3.65207 40.46971 Contenedor de ropa
Contenedor de ropa;1;Calle  López de hoyos, 442 ;Calle López de hoyos;442;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46747;-3,65398;-3.65398 40.46747 Contenedor de ropa
Contenedor de ropa;1;Calle  Ángel Luis de la herran, 31 ;Calle Ángel Luis de la herran;31;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47001;-3,65004;-3.65004 40.47001 Contenedor de ropa
Contenedor de ropa;1;Calle  Ángel Luis de la herran, 40 ;Calle Ángel Luis de la herran;40;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,470247;-3,647633;-3.647633 40.470247 Contenedor de ropa
Contenedor de ropa;1;Calle  Carrión de los condes, 73 ;Calle Carrión de los condes;73;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47601;-3,65805;-3.65805 40.47601 Contenedor de ropa
Contenedor de ropa;1;Calle  Cuevas de Almanzora, 171 ;Calle Cuevas de Almanzora;171;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47646;-3,65898;-3.65898 40.47646 Contenedor de ropa
Contenedor de ropa;1;Calle  Monovar, 9 ;Calle Monovar;9;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47661;-3,65679;-3.65679 40.47661 Contenedor de ropa
Contenedor de ropa;1;Calle  Jazmín, 12 ;Calle Jazmín;12;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47673;-3,66757;-3.66757 40.47673 Contenedor de ropa
Contenedor de ropa;1;Calle  Velez Blanco, 32 ;Calle Velez Blanco;32;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47769;-3,66207;-3.66207 40.47769 Contenedor de ropa
Contenedor de ropa;1;Calle  Velez Rubio, 1 ;Calle Velez Rubio;1;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47672;-3,66324;-3.66324 40.47672 Contenedor de ropa
Contenedor de ropa;1;Avenida  Espliego, 25 c/v Golfo de salonica, 1;Avenida Espliego;25;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,4753527;-3,6655843;-3.6655843 40.4753527 Contenedor de ropa
Contenedor de ropa;1;Calle  Arturo Soria, 330 ;Calle Arturo Soria;330;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,4803;-3,66648;-3.66648 40.4803 Contenedor de ropa
Contenedor de ropa;1;Avenida de Manoteras, 50 ;Avenida de Manoteras;50;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,48656;-3,66199;-3.66199 40.48656 Contenedor de ropa
Contenedor de ropa;1;Avenida  Francisco Pi y Margall  ,  esquina Plaza  Alcalde Moreno Torres, 6 ;Avenida Francisco Pi y Margall  ;s/n;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,48865;-3,65729;-3.65729 40.48865 Contenedor de ropa
Contenedor de ropa;1;Avenida  Pi y Margall, 81 ;Avenida Pi y Margall;81;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,49225;-3,66323;-3.66323 40.49225 Contenedor de ropa
Contenedor de ropa;1;Calle  Principe Carlos, 19 ;Calle Principe Carlos;19;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,49324;-3,65609;-3.65609 40.49324 Contenedor de ropa
Contenedor de ropa;1;Calle  Princesa de Éboli, 62 ;Calle Princesa de Éboli;62;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,49601;-3,65553;-3.65553 40.49601 Contenedor de ropa
Contenedor de ropa;1;Calle  Ana de Austria, 73/75 ;Calle Ana de Austria;s/n;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,50033;-3,65466;-3.65466 40.50033 Contenedor de ropa
Contenedor de ropa;1;Calle  Principe Carlos, 22 ;Calle Principe Carlos;22;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,48802;-3,65045;-3.65045 40.48802 Contenedor de ropa
Contenedor de ropa;1;Avenida de las Fuerzas Armadas, 207 ;Avenida de las Fuerzas Armadas;207;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,48337;-3,62781;-3.62781 40.48337 Contenedor de ropa
Contenedor de ropa;1;Calle  Camino alto de Hortaleza, 6 ;Calle Camino alto de Hortaleza;6;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,47487;-3,62795;-3.62795 40.47487 Contenedor de ropa
Contenedor de ropa;1;Avenida  Machupichu, 73 ;Avenida Machupichu;73;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,46061;-3,63307;-3.63307 40.46061 Contenedor de ropa
Contenedor de ropa;1;Avenida  Machupichu, 35 ;Avenida Machupichu;35;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,4608;-3,62925;-3.62925 40.4608 Contenedor de ropa
Contenedor de ropa;1;Calle  Camelias, 7 ;Calle Camelias;7;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,45174;-3,61867;-3.61867 40.45174 Contenedor de ropa
Contenedor de ropa;1;Calle  Petunias, 45 ;Calle Petunias;45;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,4535;-3,61913;-3.61913 40.4535 Contenedor de ropa
Contenedor de ropa;1;Avenida de los Arces y Boj, 5 ;Avenida de los Arces y Boj;5;Hortaleza;http://www.wikidata.org/entity/Q1928529;40,455723;-3,617834;-3.617834 40.455723 Contenedor de ropa
Contenedor de ropa;1;Calle  Camarena, 10 ;Calle Camarena;10;Latina;http://www.wikidata.org/entity/Q794954;40,395546;-3,7562433;-3.7562433 40.395546 Contenedor de ropa
Contenedor de ropa;1;Calle  Valmojado, 55 ;Calle Valmojado;55;Latina;http://www.wikidata.org/entity/Q794954;40,397017;-3,7558356;-3.7558356 40.397017 Contenedor de ropa
Contenedor de ropa;1;Calle  Serradilla c/v Mirabel, 13 ;Calle Serradilla c/v Mirabel;13;Latina;http://www.wikidata.org/entity/Q794954;40,378789;-3,781949;-3.781949 40.378789 Contenedor de ropa
Contenedor de ropa;1;Carretera  Boadilla del Monte, 40 ;Carretera Boadilla del Monte;40;Latina;http://www.wikidata.org/entity/Q794954;40,399685;-3,7747433;-3.7747433 40.399685 Contenedor de ropa
Contenedor de ropa;1;Calle  Pericles, 6 ;Calle Pericles;6;Latina;http://www.wikidata.org/entity/Q794954;40,409373;-3,7299039;-3.7299039 40.409373 Contenedor de ropa
Contenedor de ropa;1;Calle  Rafael Finat, 47 ;Calle Rafael Finat;47;Latina;http://www.wikidata.org/entity/Q794954;40,379633;-3,7689296;-3.7689296 40.379633 Contenedor de ropa
Contenedor de ropa;1;Avenida  Águilas, 14 ;Avenida Águilas;14;Latina;http://www.wikidata.org/entity/Q794954;40,383081;-3,7721144;-3.7721144 40.383081 Contenedor de ropa
Contenedor de ropa;1;Calle  Olivillo, 4 ;Calle Olivillo;4;Latina;http://www.wikidata.org/entity/Q794954;40,406559;-3,7458896;-3.7458896 40.406559 Contenedor de ropa
Contenedor de ropa;1;Calle  Gallur, 2 ;Calle Gallur;2;Latina;http://www.wikidata.org/entity/Q794954;40,398668;-3,7358923;-3.7358923 40.398668 Contenedor de ropa
Contenedor de ropa;1;Calle  Fuente del Tiro, 72 ;Calle Fuente del Tiro;72;Latina;http://www.wikidata.org/entity/Q794954;40,382991;-3,7800773;-3.7800773 40.382991 Contenedor de ropa
Contenedor de ropa;1;Calle  Rodrigo de Arana, 50 ;Calle Rodrigo de Arana;50;Latina;http://www.wikidata.org/entity/Q794954;40,37943;-3,7655935;-3.7655935 40.37943 Contenedor de ropa
Contenedor de ropa;1;Avenida  Nuestra Señora de Valvanera, 120 ;Avenida Nuestra Señora de Valvanera;120;Latina;http://www.wikidata.org/entity/Q794954;40,393678;-3,7414702;-3.7414702 40.393678 Contenedor de ropa
Contenedor de ropa;1;Avenida  Caprichos, 1 ;Avenida Caprichos;1;Latina;http://www.wikidata.org/entity/Q794954;40,405886;-3,728511;-3.728511 40.405886 Contenedor de ropa
Contenedor de ropa;1;Calle  Fuerte de Navidad, 11 ;Calle Fuerte de Navidad;11;Latina;http://www.wikidata.org/entity/Q794954;40,381062;-3,7653999;-3.7653999 40.381062 Contenedor de ropa
Contenedor de ropa;1;Avenida  Águilas, 114 ;Avenida Águilas;114;Latina;http://www.wikidata.org/entity/Q794954;40,381104;-3,7806799;-3.7806799 40.381104 Contenedor de ropa
Contenedor de ropa;1;Avenida  Poblados, 62 ;Avenida Poblados;62;Latina;http://www.wikidata.org/entity/Q794954;40,38491;-3,76121;-3.76121 40.38491 Contenedor de ropa
Contenedor de ropa;1;Calle  Ángel Sain Briz,  (junto entrada SELUR);Calle Ángel Sain Briz;s/n;Latina;http://www.wikidata.org/entity/Q794954;40,40059616;-3,735608896;-3.73560889571633 40.4005961620749 Contenedor de ropa
Contenedor de ropa;1;Calle  Francos Rodríguez, 100 ;Calle Francos Rodríguez;100;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,45843;-3,7121064;-3.7121064 40.45843 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio Machado, 20 ;Calle Antonio Machado;20;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,466672;-3,7195421;-3.7195421 40.466672 Contenedor de ropa
Contenedor de ropa;1;Paseo  Rey, 34 ;Paseo Rey;34;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,42516643;-3,72257642;-3.72257642 40.42516643 Contenedor de ropa
Contenedor de ropa;1;Calle  Arroyo de Pozuelo, 99 ;Calle Arroyo de Pozuelo;99;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,451917;-3,7830673;-3.7830673 40.451917 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio Machado, 12 ;Calle Antonio Machado;12;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,46599;-3,7190866;-3.7190866 40.46599 Contenedor de ropa
Contenedor de ropa;1;Avenida  Santo Angel de la Guarda, 6 ;Avenida Santo Angel de la Guarda;6;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,460935;-3,7119323;-3.7119323 40.460935 Contenedor de ropa
Contenedor de ropa;1;Calle  Santa Pola, 22 ;Calle Santa Pola;22;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,432176;-3,736847;-3.736847 40.432176 Contenedor de ropa
Contenedor de ropa;1;Calle  San Restituto, 24 ;Calle San Restituto;24;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,46507;-3,71202;-3.71202 40.46507 Contenedor de ropa
Contenedor de ropa;1;Paseo  Senda Del Rey, 20 ;Paseo Senda Del Rey;20;Moncloa-Aravaca;http://www.wikidata.org/entity/Q2017682;40,451758;-3,740127;-3.740127 40.451758 Contenedor de ropa
Contenedor de ropa;1;Calle  Encomienda de Palacios, 332 ;Calle Encomienda de Palacios;332;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,397466;-3,635498;-3.635498 40.397466 Contenedor de ropa
Contenedor de ropa;1;Calle  Fuente Carrantona, 8 ;Calle Fuente Carrantona;8;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,398577;-3,63715;-3.63715 40.398577 Contenedor de ropa
